x1,x2,y
-3.141592653589793,-3.141592653589793,31.006276680299816
-3.1290010998679905,-3.1290010998679905,30.632519483337443
-3.1164095461461874,-3.1164095461461874,30.256999012470857
-3.1038179924243847,-3.1038179924243847,29.879877489357956
-3.091226438702582,-3.091226438702582,29.50131501855379
-3.0786348849807794,-3.0786348849807794,29.121469562149958
-3.0660433312589763,-3.0660433312589763,28.740496915415306
-3.0534517775371737,-3.0534517775371737,28.35855068343694
-3.040860223815371,-3.040860223815371,27.97578225875963
-3.028268670093568,-3.028268670093568,27.592340800022242
-3.0156771163717653,-3.0156771163717653,27.208373211588807
-3.0030855626499626,-3.0030855626499626,26.82402412417165
-2.99049400892816,-2.99049400892816,26.43943587644429
-2.977902455206357,-2.977902455206357,26.054748497640603
-2.9653109014845542,-2.9653109014845542,25.670099691137345
-2.9527193477627516,-2.9527193477627516,25.28562481901609
-2.9401277940409485,-2.9401277940409485,24.901456887600922
-2.927536240319146,-2.927536240319146,24.51772653396774
-2.914944686597343,-2.914944686597343,24.13456201342042
-2.9023531328755405,-2.9023531328755405,23.752089187929503
-2.8897615791537374,-2.8897615791537374,23.37043151552813
-2.877170025431935,-2.877170025431935,22.98971004066012
-2.864578471710132,-2.864578471710132,22.610043385474462
-2.851986917988329,-2.851986917988329,22.23154774206063
-2.8393953642665264,-2.8393953642665264,21.854336865618613
-2.8268038105447237,-2.8268038105447237,21.478522068557087
-2.814212256822921,-2.814212256822921,21.10421221551359
-2.801620703101118,-2.801620703101118,20.731513719289474
-2.7890291493793153,-2.7890291493793153,20.36053053769285
-2.7764375956575127,-2.7764375956575127,19.991364171281948
-2.76384604193571,-2.76384604193571,19.6241136620016
-2.751254488213907,-2.751254488213907,19.258875592704847
-2.7386629344921043,-2.7386629344921043,18.895744087551815
-2.7260713807703016,-2.7260713807703016,18.534810813277357
-2.7134798270484985,-2.7134798270484985,18.1761649813193
-2.700888273326696,-2.700888273326696,17.81989335079841
-2.6882967196048932,-2.6882967196048932,17.466080232341074
-2.67570516588309,-2.67570516588309,17.114807492735817
-2.6631136121612875,-2.6631136121612875,16.76615456041416
-2.650522058439485,-2.650522058439485,16.420198431746215
-2.6379305047176818,-2.6379305047176818,16.077013678141437
-2.625338950995879,-2.625338950995879,15.736672453944557
-2.6127473972740765,-2.6127473972740765,15.399244505116386
-2.600155843552274,-2.600155843552274,15.064797178689428
-2.587564289830471,-2.587564289830471,14.733395432987647
-2.574972736108668,-2.574972736108668,14.405101848599713
-2.5623811823868654,-2.5623811823868654,14.079976640094973
-2.5497896286650628,-2.5497896286650628,13.75807766847091
-2.5371980749432597,-2.5371980749432597,13.439460454321146
-2.524606521221457,-2.524606521221457,13.124178191712534
-2.5120149674996544,-2.5120149674996544,12.812281762759666
-2.4994234137778513,-2.4994234137778513,12.503819752885427
-2.4868318600560486,-2.4868318600560486,12.198838466755609
-2.474240306334246,-2.474240306334246,11.89738194487556
-2.461648752612443,-2.461648752612443,11.59949198083697
-2.44905719889064,-2.44905719889064,11.305208139202461
-2.4364656451688376,-2.4364656451688376,11.014567774015541
-2.423874091447035,-2.423874091447035,10.727606047923603
-2.4112825377252323,-2.4112825377252323,10.444355951901276
-2.398690984003429,-2.398690984003429,10.16484832556138
-2.3860994302816265,-2.3860994302816265,9.889111878040781
-2.373507876559824,-2.373507876559824,9.617173209448005
-2.3609163228380208,-2.3609163228380208,9.349056832859791
-2.348324769116218,-2.348324769116218,9.084785196853359
-2.3357332153944155,-2.3357332153944155,8.824378708561081
-2.3231416616726124,-2.3231416616726124,8.567855757234398
-2.3105501079508097,-2.3105501079508097,8.315232738303536
-2.297958554229007,-2.297958554229007,8.066524077919428
-2.285367000507204,-2.285367000507204,7.821742257964517
-2.2727754467854013,-2.2727754467854013,7.580897841518658
-2.2601838930635987,-2.2601838930635987,7.343999498766479
-2.247592339341796,-2.247592339341796,7.111054033332538
-2.2350007856199934,-2.2350007856199934,6.882066409030402
-2.2224092318981903,-2.2224092318981903,6.657039777011852
-2.2098176781763876,-2.2098176781763876,6.435975503302378
-2.197226124454585,-2.197226124454585,6.218873196708909
-2.184634570732782,-2.184634570732782,6.005730737085995
-2.1720430170109792,-2.1720430170109792,5.7965443039463675
-2.1594514632891766,-2.1594514632891766,5.591308405401831
-2.1468599095673735,-2.1468599095673735,5.390015907420561
-2.134268355845571,-2.134268355845571,5.192658063386724
-2.121676802123768,-2.121676802123768,4.999224543948281
-2.109085248401965,-2.109085248401965,4.8097034671390695
-2.096493694680163,-2.096493694680163,4.624081428761009
-2.08390214095836,-2.08390214095836,4.442343533012309
-2.071310587236557,-2.071310587236557,4.26447342334785
-2.0587190335147545,-2.0587190335147545,4.090453313557416
-2.0461274797929514,-2.0461274797929514,3.920264019047979
-2.0335359260711487,-2.0335359260711487,3.753884988315973
-2.020944372349346,-2.020944372349346,3.5912943345954935
-2.008352818627543,-2.008352818627543,3.4324688676686392
-1.9957612649057404,-1.9957612649057404,3.2773841258239935
-1.9831697111839377,-1.9831697111839377,3.126014407949357
-1.9705781574621348,-1.9705781574621348,2.9783328057450036
-1.957986603740332,-1.957986603740332,2.834311236043618
-1.9453950500185293,-1.9453950500185293,2.693920473223205
-1.9328034962967264,-1.9328034962967264,2.5571301816993195
-1.9202119425749238,-1.9202119425749238,2.423908948483032
-1.907620388853121,-1.907620388853121,2.2942243157910522
-1.8950288351313183,-1.8950288351313183,2.168042813694598
-1.8824372814095154,-1.8824372814095154,2.045329992793572
-1.8698457276877125,-1.8698457276877125,1.9260504569027836
-1.8572541739659099,-1.8572541739659099,1.8101678957369467
-1.844662620244107,-1.844662620244107,1.6976451175813294
-1.8320710665223043,-1.8320710665223043,1.5884440819350227
-1.8194795128005015,-1.8194795128005015,1.4825259321138344
-1.8068879590786988,-1.8068879590786988,1.3798510277999987
-1.794296405356896,-1.794296405356896,1.2803789775258962
-1.781704851635093,-1.781704851635093,1.1840686710791946
-1.7691132979132904,-1.7691132979132904,1.0908783118168237
-1.7565217441914875,-1.7565217441914875,1.0007654488753899
-1.743930190469685,-1.743930190469685,0.9136870092657313
-1.731338636747882,-1.731338636747882,0.8295993298394011
-1.7187470830260794,-1.7187470830260794,0.7484581891150657
-1.7061555293042765,-1.7061555293042765,0.6702188389528412
-1.6935639755824736,-1.6935639755824736,0.5948360360648215
-1.680972421860671,-1.680972421860671,0.5222640733500977
-1.668380868138868,-1.668380868138868,0.45245681104276725
-1.6557893144170654,-1.6557893144170654,0.3853677076615648
-1.6431977606952626,-1.6431977606952626,0.32094985074985144
-1.63060620697346,-1.63060620697346,0.2591559873949184
-1.618014653251657,-1.618014653251657,0.199938554515636
-1.6054230995298542,-1.6054230995298542,0.14324970890770797
-1.5928315458080515,-1.5928315458080515,0.08904135703588742
-1.5802399920862487,-1.5802399920862487,0.037265184562709795
-1.567648438364446,-1.567648438364446,-0.012127314396538457
-1.5550568846426431,-1.5550568846426431,-0.05918480830276265
-1.5424653309208405,-1.5424653309208405,-0.10395609951583917
-1.5298737771990376,-1.5298737771990376,-0.14649009592103981
-1.5172822234772347,-1.5172822234772347,-0.1868357828686802
-1.504690669755432,-1.504690669755432,-0.22504219543643994
-1.4920991160336292,-1.4920991160336292,-0.26115839102359123
-1.4795075623118266,-1.4795075623118266,-0.2952334222861935
-1.4669160085900237,-1.4669160085900237,-0.32731631042214776
-1.454324454868221,-1.454324454868221,-0.35745601881477995
-1.4417329011464182,-1.4417329011464182,-0.385701427043472
-1.4291413474246153,-1.4291413474246153,-0.4121013052696293
-1.4165497937028126,-1.4165497937028126,-0.4367042890061105
-1.4039582399810098,-1.4039582399810098,-0.4595588542780296
-1.3913666862592071,-1.3913666862592071,-0.48071329318264133
-1.3787751325374042,-1.3787751325374042,-0.5002156898558385
-1.3661835788156016,-1.3661835788156016,-0.5181138968525613
-1.3535920250937987,-1.3535920250937987,-0.534455511948238
-1.3410004713719959,-1.3410004713719959,-0.5492878553681527
-1.3284089176501932,-1.3284089176501932,-0.5626579474514405
-1.3158173639283903,-1.3158173639283903,-0.574612486756194
